map_id,map_path,time_index,group,alias,feature,match_type,r
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,memory,memory,exact,-0.23695168070970135
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,encoding,encoding,exact,-0.07620294779461283
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,recall,recall,exact,-0.24957469136722607
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,recognition,recognition,exact,0.06570479069388581
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,episodic,episodic,exact,-0.3299984376855063
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,retrieval,retrieval,exact,-0.23932325350294997
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,memory,familiarity,familiarity,exact,-0.10240733976296501
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,emotion,emotion regulation,substring,-0.22150368137293747
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,emotional,emotional,exact,-0.15279348584680805
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,affective,affective,exact,-0.13902341794390521
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,affect,affect,exact,-0.047691069983493144
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,arousal,arousal,exact,-0.12353471507453898
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,valence,valence,exact,-0.1276861582338822
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,pleasant,pleasant,exact,-0.0452208386615706
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,emotion,unpleasant,unpleasant,exact,-0.07364460849341503
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,social,social,exact,-0.1441603119673111
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,mentalizing,mentalizing,exact,-0.14608137248568015
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,self,self report,substring,-0.18892443464187464
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,self referential,self referential,exact,-0.3168258058036793
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,person,person,exact,-0.14872676807264498
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,people,people,exact,-0.07354716617273806
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,face,face,exact,0.21631569818388088
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,social,faces,faces,exact,0.1465014386876353
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,aversion,fear,fear,exact,-0.10526914003892962
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,aversion,anxiety,anxiety,exact,-0.23048214324198213
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,aversion,pain,pain,exact,-0.13115519392663738
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,aversion,disgust,disgust,exact,-0.024663244707840846
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,aversion,negative,negative,exact,-0.32960746168924165
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,aversion,aversive,aversive,exact,-0.13692277980100592
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,language,language,language,exact,0.24458797412437408
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,language,speech,speech,exact,0.37477172059791525
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,language,semantic,semantic,exact,-0.016477237714981163
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,language,comprehension,comprehension,exact,0.09871498461947636
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,language,sentence,sentence,exact,0.10084173673870965
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,action,action,action,exact,0.1729918793139779
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,action,motor,motor,exact,0.17696457201463603
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,action,movement,movement,exact,0.14460667802424604
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,action,hand,hand,exact,0.10373541813396463
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,0,action,execution,execution,exact,0.15616926684822136
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,attention,attention,attention,exact,0.14007612818744075
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,attention,attentional,attentional,exact,0.14735291753333435
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,attention,salience,salience,exact,-0.2081260156107333
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,attention,orienting,orienting,exact,0.10705745491295968
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,attention,target,target,exact,0.18996320754257717
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,attention,visual attention,visual attention,exact,0.17198560731966925
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,reward,reward,reward,exact,-0.21022270318591688
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,reward,value,value,exact,-0.20418188542430063
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,reward,incentive,incentive,exact,-0.13428550155076036
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,reward,motivation,motivation,exact,-0.11974554265885376
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,reward,preference,preference,exact,0.2060733813623881
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,reward,reinforcement,reinforcement,exact,-0.10671733483878074
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,memory,memory,exact,-0.1886638959538026
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,encoding,encoding,exact,0.021932574084983135
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,recall,recall,exact,-0.22567349476610987
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,recognition,recognition,exact,0.1769932265151418
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,episodic,episodic,exact,-0.2612680590616781
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,retrieval,retrieval,exact,-0.19197892031685349
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,memory,familiarity,familiarity,exact,-0.01637883106504714
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,emotion,emotion regulation,substring,-0.2248695346555845
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,emotional,emotional,exact,-0.10895305256961334
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,affective,affective,exact,-0.14423129927076128
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,affect,affect,exact,-0.026357629441160227
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,arousal,arousal,exact,-0.10105368567886927
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,valence,valence,exact,-0.07863545446085721
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,pleasant,pleasant,exact,-0.019146233027698245
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,emotion,unpleasant,unpleasant,exact,-0.05473193878393082
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,social,social,exact,-0.10668523797338185
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,mentalizing,mentalizing,exact,-0.13544243249819377
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,self,self report,substring,-0.1880448055847375
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,self referential,self referential,exact,-0.2898744122085662
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,person,person,exact,-0.1013179502344547
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,people,people,exact,-0.032975926093080844
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,face,face,exact,0.34890141123686763
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,social,faces,faces,exact,0.27460850635862755
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,aversion,fear,fear,exact,-0.06375931772483412
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,aversion,anxiety,anxiety,exact,-0.2152386160402447
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,aversion,pain,pain,exact,-0.18870561407397463
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,aversion,disgust,disgust,exact,0.039782159522738565
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,aversion,negative,negative,exact,-0.2994832386067021
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,aversion,aversive,aversive,exact,-0.1315214746678273
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,language,language,language,exact,0.2353209403955096
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,language,speech,speech,exact,0.3119921141672932
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,language,semantic,semantic,exact,0.03671573811171527
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,language,comprehension,comprehension,exact,0.0881691565946603
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,language,sentence,sentence,exact,0.07880000400654823
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,action,action,action,exact,0.16548351084214172
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,action,motor,motor,exact,0.09901930257498409
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,action,movement,movement,exact,0.07735171139726066
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,action,hand,hand,exact,0.06360975738242561
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,1,action,execution,execution,exact,0.10434104591492899
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,attention,attention,attention,exact,0.16220702439874576
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,attention,attentional,attentional,exact,0.17359880891689694
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,attention,salience,salience,exact,-0.1849252222347206
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,attention,orienting,orienting,exact,0.1167972515187389
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,attention,target,target,exact,0.19532669620365822
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,attention,visual attention,visual attention,exact,0.18688074880117905
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,reward,reward,reward,exact,-0.18896887146425304
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,reward,value,value,exact,-0.18461723053873408
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,reward,incentive,incentive,exact,-0.12037616210470907
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,reward,motivation,motivation,exact,-0.1092933392898691
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,reward,preference,preference,exact,0.21518488713984585
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,reward,reinforcement,reinforcement,exact,-0.08429712503524132
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,memory,memory,exact,-0.1420364316374961
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,encoding,encoding,exact,0.04844704133960713
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,recall,recall,exact,-0.2123087212671809
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,recognition,recognition,exact,0.19043268416285497
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,episodic,episodic,exact,-0.22902981048060983
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,retrieval,retrieval,exact,-0.15788509790354593
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,memory,familiarity,familiarity,exact,-0.0003573605640863349
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,emotion,emotion regulation,substring,-0.2265775196035282
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,emotional,emotional,exact,-0.11607916728363238
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,affective,affective,exact,-0.16294379168354242
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,affect,affect,exact,-0.031076278543958943
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,arousal,arousal,exact,-0.10644647946607921
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,valence,valence,exact,-0.0812891394271717
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,pleasant,pleasant,exact,-0.024619569820871632
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,emotion,unpleasant,unpleasant,exact,-0.059748611761713505
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,social,social,exact,-0.12877757310855684
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,mentalizing,mentalizing,exact,-0.15221831982672943
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,self,self report,substring,-0.18407172593759985
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,self referential,self referential,exact,-0.28386396070762066
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,person,person,exact,-0.11712394328407429
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,people,people,exact,-0.03998314221364923
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,face,face,exact,0.34938662924644254
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,social,faces,faces,exact,0.2802526747066787
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,aversion,fear,fear,exact,-0.06654327864678626
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,aversion,anxiety,anxiety,exact,-0.2103922910180575
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,aversion,pain,pain,exact,-0.2025044048583659
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,aversion,disgust,disgust,exact,0.040100020281079854
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,aversion,negative,negative,exact,-0.28783711336727874
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,aversion,aversive,aversive,exact,-0.13064649146853816
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,language,language,language,exact,0.1993087022126138
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4590080h/tribe_predictions_fsaverage5.npy,2,language,speech,speech,exact,0.26531409293536556
