map_id,map_path,time_index,group,score_0_100,mean_r,mean_abs_r,n_features,features
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_activity_fsaverage5.npy,aggregate,language,52.1951650081399,0.04390330016279804,0.05746572476786245,5,"language, speech, semantic, comprehension, sentence"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_activity_fsaverage5.npy,aggregate,memory,49.50995846204053,-0.00980083075918935,0.1417872310211727,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_activity_fsaverage5.npy,aggregate,social,47.49481607097773,-0.05010367858044545,0.21226392884316786,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_activity_fsaverage5.npy,aggregate,reward,44.56314470464972,-0.10873710590700555,0.18303998472246838,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_activity_fsaverage5.npy,aggregate,emotion,41.03487868045771,-0.17930242639084576,0.1782953609435864,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_activity_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_activity_fsaverage5.npy,aggregate,aversion,40.337074323537806,-0.1932585135292438,0.197748770391551,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,action,59.655938732869195,0.19311877465738395,0.19297710016723518,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,attention,59.198114828900266,0.18396229657800528,0.2367328430971061,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,language,48.4680922634979,-0.030638154730042017,0.11318729963674383,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,reward,46.86641033258191,-0.06267179334836184,0.12220606734794294,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,memory,43.5387799983985,-0.12922440003202998,0.13266392917604836,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,aversion,41.71708486099494,-0.1656583027801013,0.1638964842519625,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,emotion,40.715678358757884,-0.1856864328248423,0.18477006626243167,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,0,social,39.9524907829507,-0.20095018434098608,0.22380580640017422,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,attention,59.556159391591,0.19112318783182006,0.2437478550381861,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,action,57.91948079958907,0.1583896159917814,0.15833504841927903,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,language,48.27720901448844,-0.034455819710231185,0.09234678499838507,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,memory,46.64383200176057,-0.06712335996478849,0.12849397995935088,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,reward,46.51463982876231,-0.06970720342475367,0.14241596903697817,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,social,42.85025591428061,-0.14299488171438784,0.23580271870392222,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,aversion,41.26881443154185,-0.17462371136916305,0.17284587926990572,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,1,emotion,40.6214658794033,-0.18757068241193392,0.1865030032554843,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,attention,59.900752329859344,0.19801504659718686,0.2454444249409534,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,action,56.045484504216006,0.12090969008432008,0.12080094010995275,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,memory,48.542729404902005,-0.029145411901959864,0.12826203721360266,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,language,48.35310680153264,-0.03293786396934715,0.07461108468874356,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,reward,46.4665664266924,-0.07066867146615192,0.14850440089844597,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,social,44.80847182573201,-0.10383056348535974,0.22374709276578184,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,aversion,41.26477321389385,-0.17470453572212302,0.178114416064739,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,2,emotion,40.811139478493004,-0.18377721043014,0.18276277057414195,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,attention,59.174997944472466,0.1834999588894494,0.23463414510425404,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,action,55.540541330474696,0.11081082660949391,0.11068547678860337,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,language,49.771979054793576,-0.00456041890412853,0.06685566668579926,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,memory,48.831969002533064,-0.023360619949338707,0.13184374206493873,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,reward,45.948331617709776,-0.08103336764580453,0.16023786318462158,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,social,45.85196409910542,-0.08296071801789157,0.21337199617176122,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,emotion,41.20508455025098,-0.17589830899498035,0.1749281125323301,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,3,aversion,41.200236656634495,-0.17599526686731015,0.1816634294193962,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,attention,58.69101455440502,0.17382029108810046,0.2185229330030645,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,action,53.842886995842534,0.07685773991685066,0.07677317534927616,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,memory,49.84467169722652,-0.00310656605546966,0.12346743077940471,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,language,49.001996604768415,-0.019960067904631694,0.0609471743265528,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,social,46.88642838062375,-0.062271432387525076,0.20491346031738666,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,reward,46.84647265229115,-0.06307054695417709,0.1442546933805515,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,aversion,41.91595555716566,-0.16168088885668688,0.171751913862117,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,4,emotion,41.90617332728806,-0.1618765334542388,0.16097842268077484,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,attention,59.11106748655449,0.18222134973108975,0.21886409275233087,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,action,53.00727387009289,0.06014547740185773,0.06000814483762401,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,memory,50.99098431120355,0.019819686224071004,0.11978589889487365,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,social,48.69834250365582,-0.026033149926883593,0.1875960685282806,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,language,47.93942883441852,-0.04121142331162961,0.04423950942094561,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,reward,47.05854900196133,-0.05882901996077343,0.1403249830680994,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,aversion,42.22860514949799,-0.1554278970100402,0.1710143749567522,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,5,emotion,42.14568587119862,-0.15708628257602752,0.1562465005797471,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,attention,57.003284974808516,0.14006569949617034,0.19478459966911008,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,language,54.79919257372581,0.09598385147451628,0.09572654298323122,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,action,52.934225087870885,0.05868450175741778,0.058518162157932554,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,memory,49.90104068907333,-0.0019791862185334244,0.12998117438967813,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,social,49.82984967531835,-0.003403006493633019,0.17340896363490932,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,reward,45.346521547906804,-0.09306956904186386,0.1757441393428736,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,emotion,42.324858379156495,-0.15350283241687007,0.1526621084288481,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,6,aversion,40.76226280456515,-0.18475474390869703,0.19267406036037735,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,attention,56.48885488911916,0.12977709778238322,0.18426380482421414,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,language,55.75079655851633,0.11501593117032662,0.1147890232358465,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,social,51.64452691126791,0.03289053822535818,0.16842713309886131,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,memory,51.271696861080926,0.02543393722161852,0.1282468430208372,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,action,51.05047761806628,0.02100955236132568,0.044337030622366005,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,reward,45.52040239399151,-0.08959195212016974,0.17138131619688232,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,emotion,43.27323299399711,-0.13453534012005783,0.13374124471016322,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,7,aversion,41.208470354045566,-0.17583059291908865,0.18837324757187837,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,language,59.912769730734354,0.19825539461468702,0.19784457285966464,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,attention,55.73841175924434,0.11476823518488682,0.18108125699956093,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,social,52.948588581127446,0.05897177162254893,0.1613190810156958,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,action,51.37914398367284,0.02758287967345676,0.05580064409122972,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,memory,51.24041169621684,0.024808233924336745,0.13118905352967053,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,reward,43.74486733770014,-0.12510265324599715,0.20028103393774851,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,emotion,43.37735891328802,-0.13245282173423958,0.13170294566285773,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,8,aversion,40.21840656310113,-0.1956318687379774,0.20272896654369066,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,language,60.20473283004345,0.20409465660086895,0.203567257500581,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,attention,56.19919284775312,0.12398385695506231,0.1946612495885008,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,social,53.13799085355776,0.06275981707115519,0.16269487879325328,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,action,52.88131071627028,0.057626214325405614,0.06867737741280455,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,memory,50.84702467504794,0.016940493500958862,0.14083329664752697,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,emotion,43.17909980696091,-0.13641800386078168,0.13574436365284398,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,reward,42.81547694010211,-0.1436904611979579,0.21073756387675735,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,9,aversion,40.045842374531524,-0.19908315250936956,0.20699176818790443,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,language,58.208763948339325,0.1641752789667865,0.16360218382022568,5,"language, speech, semantic, comprehension, sentence"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,attention,57.122571627017095,0.14245143254034187,0.21296996355041278,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,action,53.50373556599491,0.07007471131989813,0.07898887242266225,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,social,52.48148145147658,0.049629629029531615,0.16884184779162248,8,"social, mentalizing, self report, self referential, person, people, face, faces"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,memory,51.25595814743454,0.025119162948690786,0.14443814567713523,7,"memory, encoding, recall, recognition, episodic, retrieval, familiarity"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,emotion,43.135085558642444,-0.13729828882715106,0.1366693398321322,8,"emotion regulation, emotional, affective, affect, arousal, valence, pleasant, unpleasant"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,reward,42.83708154071657,-0.1432583691856687,0.20296749297489572,6,"reward, value, incentive, motivation, preference, reinforcement"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,10,aversion,40.57067016376397,-0.18858659672472056,0.1990191682069681,6,"fear, anxiety, pain, disgust, negative, aversive"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,attention,58.062239473859236,0.16124478947718476,0.22655741571941768,6,"attention, attentional, salience, orienting, target, visual attention"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,action,54.77340492306478,0.09546809846129564,0.09439790706196194,5,"action, motor, movement, hand, execution"
tribe_predictions_fsaverage5,/content/drive/MyDrive/neuromedia/outputs/tribe_fsaverage5/4754449h/tribe_predictions_fsaverage5.npy,11,language,54.017405563927305,0.08034811127854613,0.0799927818616005,5,"language, speech, semantic, comprehension, sentence"
